meters,price,bathrooms,category,link,municipality,operation,owner,rooms
92 m²,€ 156.000,1 baño,Piso,https://www.indomio.es/anuncios/94636423/,A Coruña,Venta,Inmoforum,5
105 m²,€ 215.000,2 baños,Piso ,https://www.indomio.es/anuncios/95342393/,A Coruña,Venta,INMOBILIARIA CENTRO,4
58 m²,€ 115.000,,Piso,https://www.indomio.es/anuncios/95369809/,A Coruña,Venta,ALTERNATIVA FINANCIERA,2
187 m²,€ 350.000,3 baños,Piso,https://www.indomio.es/anuncios/95995077/,A Coruña,Venta,Best House Guanarteme,7
130 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/86174171/,A Coruña,Venta,Inmoforum,5
110 m²,€ 1,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95034589/,A Coruña,Venta,Expertia  Inmobiliaria,4
140 m²,€ 195.000,3 baños,Piso,https://www.indomio.es/anuncios/95604913/,A Coruña,Venta,Fogar servicios inmobiliarios,7
102 m²,€ 260.000,2 baños,Piso,https://www.indomio.es/anuncios/95741575/,A Coruña,Venta,PISO 123.COM,5
272 m²,€ 399.000,3 baños,Chalet,https://www.indomio.es/anuncios/95955579/,A Coruña,Venta,,6
139 m²,€ 349.000,2 baños,Piso,https://www.indomio.es/anuncios/95961745/,A Coruña,Venta,BRIGANTIA REAL ESTATE,6
,€ 54.600,,Edificio,https://www.indomio.es/anuncios/93065157/,A Coruña,Venta,Inmobiliaria Pardo,
91 m²,€ 172.000,2 baños,Piso,https://www.indomio.es/anuncios/95278885/,A Coruña,Venta,,4
128 m² ,€ 299.900,2 baños,Piso,https://www.indomio.es/anuncios/95738409/,A Coruña,Venta,BRIGANTIA REAL ESTATE,5
932 m²,€ 2.300.000,,Edificio,https://www.indomio.es/anuncios/95633697/,A Coruña,Venta,Access Home Real Estate El Masnou,
78 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95858461/,A Coruña,Venta,Asinmo Asesoria - Inmobiliaria,4
135 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95860915/,A Coruña,Venta,Urbeko Inmobiliaria,5
106 m²,€ 121.900,,Piso,https://www.indomio.es/anuncios/94811257/,A Coruña,Venta,ALTERNATIVA FINANCIERA,3
450 m²,€ 450.000,3+ baños,Chalet,https://www.indomio.es/anuncios/93665351/,A Coruña,Venta,Housefulness,6
137 m²,€ 515.500,2 baños,Ático,https://www.indomio.es/anuncios/95984211/,A Coruña,Venta,,5
95 m²,,,Piso,https://www.indomio.es/anuncios/95010455/,A Coruña,Venta,Inmobiliaria Los Puentes,3
85 m²,€ 120.000,2 baños,Ático,https://www.indomio.es/anuncios/95010163/,A Coruña,Venta,Proyectos Integrales Norte SL,5
209 m²,€ 192.000,1 baño,Chalet,https://www.indomio.es/anuncios/95316243/,A Coruña,Venta,,3
380 m²,€ 465.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95336021/,A Coruña,Venta,Housefulness,7
90 m²,€ 140.000,,Piso,https://www.indomio.es/anuncios/95373921/,A Coruña,Venta,Inmobiliaria Los Puentes,2
120 m²,€ 285.000,3 baños,Dúplex,https://www.indomio.es/anuncios/95445051/,A Coruña,Venta,,6
78 m²,€ 142.500,,Piso,https://www.indomio.es/anuncios/95823099/,A Coruña,Venta,Antares Inmobiliaria,3
179 m²,€ 300.000,2 baños,Piso,https://www.indomio.es/anuncios/94725973/,A Coruña,Venta,Pisos Coruña,6
145 m²,€ 249.000,2 baños,Ático,https://www.indomio.es/anuncios/95138661/,A Coruña,Venta,Inmoarch,5
121 m²,€ 259.100,2 baños,Piso ,https://www.indomio.es/anuncios/95591123/,A Coruña,Venta,INMOBILIARIA CENTRO,4
82 m²,€ 121.900,1 baño,Piso,https://www.indomio.es/anuncios/95855243/,A Coruña,Venta,Oppidum Real Estate Services,4
80 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/95882133/,A Coruña,Venta,Expertia  Inmobiliaria,5
85 m²,€ 120.000,1 baño,Chalet,https://www.indomio.es/anuncios/95943339/,A Coruña,Venta,,3
192 m²,€ 600.000,2 baños,Piso,https://www.indomio.es/anuncios/93493315/,A Coruña,Venta,Asesoría Díaz,6
478 m²,€ 3.000.000,,Edificio,https://www.indomio.es/anuncios/93256945/,A Coruña,Venta,INMOBILIARIA CENTRO,
109 m²,€ 407.000,2 baños,Piso,https://www.indomio.es/anuncios/95434853/,A Coruña,Venta,LOSADA&CO,4
142 m²,€ 360.000,2 baños,Piso,https://www.indomio.es/anuncios/91129533/,A Coruña,Venta,Inmoforum,6
68 m²,€ 265.000,,Chalet,https://www.indomio.es/anuncios/94971991/,A Coruña,Venta,Inmobiliaria Los Puentes,2
103 m²,€ 129.000,2 baños,Piso,https://www.indomio.es/anuncios/95501097/,A Coruña,Venta,Inmobiliaria Pardo,6
102 m²,€ 260.000,2 baños,Piso,https://www.indomio.es/anuncios/95741573/,A Coruña,Venta,PISO 123.COM,5
450 m²,€ 675.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95840281/,A Coruña,Venta,Gestinur,7
103 m²,€ 357.000,2 baños,Piso,https://www.indomio.es/anuncios/95984207/,A Coruña,Venta,,4
147 m²,€ 168.000,2 baños,Chalet,https://www.indomio.es/anuncios/95885657/,A Coruña,Venta,,5
250 m²,€ 399.000,,Edificio,https://www.indomio.es/anuncios/94285733/,A Coruña,Venta,,
98 m²,€ 198.000,2 baños,Piso,https://www.indomio.es/anuncios/95514863/,A Coruña,Venta,,5
160 m²,€ 525.000,2 baños,Ático,https://www.indomio.es/anuncios/95514859/,A Coruña,Venta,,5
325 m²,€ 650.000,,Edificio,https://www.indomio.es/anuncios/95604677/,A Coruña,Venta,Fogar servicios inmobiliarios,
200 m²,€ 490.000,3 baños,Dúplex,https://www.indomio.es/anuncios/95875469/,A Coruña,Venta,,7
96 m²,€ 150.000,2 baños,Piso,https://www.indomio.es/anuncios/95793697/,A Coruña,Venta,Urbeko Inmobiliaria,5
147 m²,€ 450.000,2 baños,Piso,https://www.indomio.es/anuncios/93633249/,A Coruña,Venta,Inmoforum,5
78 m²,€ 155.000,1 baño,Piso,https://www.indomio.es/anuncios/95805651/,A Coruña,Venta,Gestinur,4
69 m²,€ 260.000,2 baños,Piso,https://www.indomio.es/anuncios/95861897/,A Coruña,Venta,Versalles Servicios Inmobiliarios,4
351 m²,,3+ baños,Chalet,https://www.indomio.es/anuncios/95188391/,A Coruña,Venta,Housefulness,6
89 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/94285969/,A Coruña,Venta,,4
55 m²,€ 180.000,1 baño,Piso,https://www.indomio.es/anuncios/94753555/,A Coruña,Venta,Exp España,3
116 m²,€ 495.500,2 baños,Ático,https://www.indomio.es/anuncios/94829997/,A Coruña,Venta,,4
81 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95605175/,A Coruña,Venta,Fogar servicios inmobiliarios,4
88 m²,€ 160.000,1 baño,Piso,https://www.indomio.es/anuncios/92981377/,A Coruña,Venta,Urbeko Inmobiliaria,4
60 m²,€ 167.000,1 baño,Piso,https://www.indomio.es/anuncios/95588387/,A Coruña,Venta,Exp España,2
210 m²,€ 760.000,3+ baños,Piso,https://www.indomio.es/anuncios/94504933/,A Coruña,Venta,LOSADA&CO,4
92 m²,€ 260.000,1 baño,Piso,https://www.indomio.es/anuncios/94966329/,A Coruña,Venta,Versalles Servicios Inmobiliarios,3
102 m²,€ 350.000,2 baños,Piso ,https://www.indomio.es/anuncios/95569301/,A Coruña,Venta,Asesoría Díaz,7
65 m²,€ 275.000,1 baño,Piso,https://www.indomio.es/anuncios/95893079/,A Coruña,Venta,,3
130 m²,€ 335.000,2 baños,Piso,https://www.indomio.es/anuncios/92524039/,A Coruña,Venta,Inmoforum,6
128 m²,€ 481.000,2 baños,Piso,https://www.indomio.es/anuncios/95984209/,A Coruña,Venta,,5
95 m²,€ 210.000,2 baños,Buhardilla ,https://www.indomio.es/anuncios/95060609/,A Coruña,Venta,INMOBILIARIA CENTRO,4
85 m²,€ 120.000,2 baños,Ático,https://www.indomio.es/anuncios/95204185/,A Coruña,Venta,,5
270 m²,€ 269.000,2 baños,Chalet,https://www.indomio.es/anuncios/95668293/,A Coruña,Venta,Atico Servicios Inmobiliarios,7
157 m²,€ 349.000,2 baños,Piso,https://www.indomio.es/anuncios/95746807/,A Coruña,Venta,,5
75 m²,€ 139.000,,Piso,https://www.indomio.es/anuncios/95823097/,A Coruña,Venta,Antares Inmobiliaria,2
148 m²,€ 85.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95917829/,A Coruña,Venta,Asinmo Asesoria - Inmobiliaria,5
97 m²,€ 135.000,1 baño,Piso,https://www.indomio.es/anuncios/95584045/,A Coruña,Venta,Pisos Coruña,3
130 m²,€ 425.000,2 baños,Piso,https://www.indomio.es/anuncios/95320047/,A Coruña,Venta,INMOTK,5
65 m²,€ 160.000,1 baño,Piso,https://www.indomio.es/anuncios/94195431/,A Coruña,Venta,Inmoforum,2
202 m²,€ 310.000,2 baños,Chalet,https://www.indomio.es/anuncios/94892575/,A Coruña,Venta,,5
109 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/95271785/,A Coruña,Venta,Housell,6
130 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/95509499/,A Coruña,Venta,Inmoforum,5
337 m²,€ 899.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95604999/,A Coruña,Venta,Fogar servicios inmobiliarios,6
237 m²,€ 530.000,1 baño,Piso,https://www.indomio.es/anuncios/95985985/,A Coruña,Venta,,6
,€ 99.900,,Piso,https://www.indomio.es/anuncios/95997347/,A Coruña,Venta,Inmobiliaria Pardo,
65 m² ,€ 149.000,1 baño,Piso,https://www.indomio.es/anuncios/92628177/,A Coruña,Venta,Topbrokers,3
136 m²,€ 125.000,2 baños,Chalet,https://www.indomio.es/anuncios/94972007/,A Coruña,Venta,Inmobiliaria Los Puentes,6
138 m²,€ 365.000,2 baños,Piso,https://www.indomio.es/anuncios/95045865/,A Coruña,Venta,Inmoforum,5
85 m²,€ 132.000,,Piso,https://www.indomio.es/anuncios/95463347/,A Coruña,Venta,Fincas 4 C,3
124 m²,€ 160.000,2 baños,Piso,https://www.indomio.es/anuncios/95749215/,A Coruña,Venta,Grupo Beiramar,5
110 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95794481/,A Coruña,Venta,,4
121 m²,€ 320.000,2 baños,Piso,https://www.indomio.es/anuncios/95811357/,A Coruña,Venta,,5
75 m²,€ 100.000,,Piso,https://www.indomio.es/anuncios/95858445/,A Coruña,Venta,Asinmo Asesoria - Inmobiliaria,1
113 m²,€ 360.000,2 baños,Dúplex,https://www.indomio.es/anuncios/95999713/,A Coruña,Venta,Luxury Properties Gold,5
111 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/94536799/,A Coruña,Venta,Inmoforum,5
110 m²,€ 245.000,3 baños,Piso,https://www.indomio.es/anuncios/95304459/,A Coruña,Venta,Urbeko Inmobiliaria,6
113 m²,€ 190.000,1 baño,Piso,https://www.indomio.es/anuncios/95746805/,A Coruña,Venta,,2
145 m²,€ 349.000,2 baños,Piso,https://www.indomio.es/anuncios/95814177/,A Coruña,Venta,Fogar servicios inmobiliarios,5
120 m²,€ 450.000,2 baños,Piso,https://www.indomio.es/anuncios/95858463/,A Coruña,Venta,Asinmo Asesoria - Inmobiliaria,5
117 m²,€ 389.000,2 baños,Piso,https://www.indomio.es/anuncios/95916327/,A Coruña,Venta,Inmoforum,5
170 m²,€ 149.990,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95982239/,A Coruña,Venta,Inmobiliaria Pardo,5
140 m²,€ 300.000,2 baños,Piso,https://www.indomio.es/anuncios/94946979/,A Coruña,Venta,Proyectos Integrales Norte SL,6
70 m²,€ 315.000,2 baños,Piso,https://www.indomio.es/anuncios/93002619/,A Coruña,Venta,,4
85 m²,€ 125.000,,Piso,https://www.indomio.es/anuncios/95929267/,A Coruña,Venta,CGA Gestion Inmobiliaria,2
113 m²,€ 350.000,2 baños,Piso,https://www.indomio.es/anuncios/95972471/,A Coruña,Venta,Asesoría Díaz,6
53 m²,€ 110.000,1 baño,Chalet,https://www.indomio.es/anuncios/95985967/,A Coruña,Venta,,3
137 m²,€ 287.900,2 baños,Piso,https://www.indomio.es/anuncios/95992229/,A Coruña,Venta,,5
63 m²,€ 243.000,2 baños,Piso ,https://www.indomio.es/anuncios/96003745/,A Coruña,Venta,LOOKCASA INMOBILIARIA,5
60 m² ,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/92754227/,A Coruña,Venta,Topbrokers,4
128 m²,€ 315.000,2 baños,Dúplex,https://www.indomio.es/anuncios/94286533/,A Coruña,Venta,,6
70 m²,€ 265.000,1 baño,Chalet,https://www.indomio.es/anuncios/94285941/,A Coruña,Venta,,3
90 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95605159/,A Coruña,Venta,Fogar servicios inmobiliarios,5
110 m²,€ 440.000,2 baños,Piso,https://www.indomio.es/anuncios/95668233/,A Coruña,Venta,Atico Servicios Inmobiliarios,5
56 m²,€ 160.000,,Ático,https://www.indomio.es/anuncios/95927319/,A Coruña,Venta,Wengué,2
160 m²,€ 92.000,,Casa unifamiliar,https://www.indomio.es/anuncios/90388761/,A Coruña,Venta,Inmobiliaria Pardo,
151 m²,€ 265.000,3 baños,Piso,https://www.indomio.es/anuncios/92665349/,A Coruña,Venta,SC Inmobiliarias,6
133 m²,€ 312.300,2 baños,Piso ,https://www.indomio.es/anuncios/95591125/,A Coruña,Venta,INMOBILIARIA CENTRO,5
290 m²,€ 230.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95855247/,A Coruña,Venta,Oppidum Real Estate Services,2
70 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95898973/,A Coruña,Venta,Urbeko Inmobiliaria,4
101 m²,€ 299.000,2 baños,Piso,https://www.indomio.es/anuncios/94421253/,A Coruña,Venta,Urbeko Inmobiliaria,6
144 m²,Precio a consultar,3 baños,Piso,https://www.indomio.es/anuncios/95501581/,A Coruña,Venta,Inmobiliaria Pardo,6
376 m²,€ 1.500.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95668265/,A Coruña,Venta,Atico Servicios Inmobiliarios,10
108 m²,€ 177.700,2 baños,Piso,https://www.indomio.es/anuncios/95868861/,A Coruña,Venta,Centro Inmobiliaria A Coruña,5
,€ 575.000,3+ baños,Chalet,https://www.indomio.es/anuncios/93199787/,A Coruña,Venta,Gestinur,7
211 m²,€ 704.000,2 baños,Dúplex,https://www.indomio.es/anuncios/94271527/,A Coruña,Venta,,6
230 m² ,€ 1.000.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95708497/,A Coruña,Venta,Otero Ramos,6
102 m²,€ 279.000,2 baños,Piso,https://www.indomio.es/anuncios/95605053/,A Coruña,Venta,Fogar servicios inmobiliarios,4
109 m²,€ 190.000,2 baños,Dúplex,https://www.indomio.es/anuncios/95746803/,A Coruña,Venta,,4
591 m² ,€ 850.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95970015/,A Coruña,Venta,Versalles Servicios Inmobiliarios,7
131 m²,€ 290.000,2 baños,Piso,https://www.indomio.es/anuncios/95039221/,A Coruña,Venta,Inmoforum,5
306 m²,€ 625.000,3+ baños,Piso,https://www.indomio.es/anuncios/95334393/,A Coruña,Venta,Medusa Properties,7
237 m²,€ 530.000,3 baños,Piso,https://www.indomio.es/anuncios/95373875/,A Coruña,Venta,Centro Inmobiliaria A Coruña,7
85 m²,€ 345.000,1 baño,Piso,https://www.indomio.es/anuncios/95387643/,A Coruña,Venta,,3
85 m²,€ 65.000,1 baño,Piso,https://www.indomio.es/anuncios/95585437/,A Coruña,Venta,Gestión Inmobiliaria Artemisa,4
82 m²,€ 260.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95662257/,A Coruña,Venta,Expertia  Inmobiliaria,3
53 m²,€ 95.000,1 baño,Piso,https://www.indomio.es/anuncios/89337257/,A Coruña,Venta,Inmoforum,2
110 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95605121/,A Coruña,Venta,Fogar servicios inmobiliarios,6
65 m²,€ 135.000,,Piso,https://www.indomio.es/anuncios/95858451/,A Coruña,Venta,Asinmo Asesoria - Inmobiliaria,1
76 m²,€ 145.000,,Piso,https://www.indomio.es/anuncios/95929297/,A Coruña,Venta,Antares Inmobiliaria,3
96 m²,€ 603.000,2 baños,Piso,https://www.indomio.es/anuncios/90436997/,A Coruña,Venta,Aliseda Inmobiliaria,4
43 m²,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/95288199/,A Coruña,Venta,Versalles Servicios Inmobiliarios,2
83 m²,€ 222.000,1 baño,Piso ,https://www.indomio.es/anuncios/93257155/,A Coruña,Venta,INMOBILIARIA CENTRO,3
85 m²,€ 85.000,1 baño,Piso,https://www.indomio.es/anuncios/93720701/,A Coruña,Venta,Inmoforum,5
85 m²,€ 256.500,1 baño,Piso,https://www.indomio.es/anuncios/95526579/,A Coruña,Venta,,2
53 m²,€ 135.000,,Piso,https://www.indomio.es/anuncios/95069447/,A Coruña,Venta,ALTERNATIVA FINANCIERA,2
100 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/95462657/,A Coruña,Venta,Oppidum Real Estate Services,5
61 m²,€ 142.500,,Piso ,https://www.indomio.es/anuncios/95591143/,A Coruña,Venta,INMOBILIARIA CENTRO,1
142 m²,€ 80.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95756421/,A Coruña,Venta,Inmobiliaria Pardo,6
101 m²,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/95955583/,A Coruña,Venta,,4
83 m²,€ 222.000,,Piso,https://www.indomio.es/anuncios/93272805/,A Coruña,Venta,Centro Inmobiliaria A Coruña,2
83 m²,€ 227.000,1 baño,Ático,https://www.indomio.es/anuncios/94289629/,A Coruña,Venta,,3
95 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/95072815/,A Coruña,Venta,Centro Inmobiliaria A Coruña,4
239 m² ,€ 1.000.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95710235/,A Coruña,Venta,Versalles Servicios Inmobiliarios,9
90 m²,€ 195.000,1 baño,Piso,https://www.indomio.es/anuncios/95209849/,A Coruña,Venta,,4
165 m²,€ 677.000,2 baños,Piso,https://www.indomio.es/anuncios/95256631/,A Coruña,Venta,,6
91 m²,€ 298.000,2 baños,Piso,https://www.indomio.es/anuncios/95445055/,A Coruña,Venta,,5
113 m²,€ 328.000,2 baños,Piso,https://www.indomio.es/anuncios/95800835/,A Coruña,Venta,,6
70 m²,€ 230.000,1 baño,Piso,https://www.indomio.es/anuncios/95811359/,A Coruña,Venta,,3
80 m²,€ 153.000,2 baños,Piso,https://www.indomio.es/anuncios/95947783/,A Coruña,Venta,Pisos Coruña,3
235 m²,€ 1.130.000,3 baños,Piso,https://www.indomio.es/anuncios/94049649/,A Coruña,Venta,Urbeko Inmobiliaria,10
101 m²,€ 225.000,2 baños,Piso,https://www.indomio.es/anuncios/95578377/,A Coruña,Venta,INMOTK,5
28 m²,€ 50.000,,Piso,https://www.indomio.es/anuncios/94136029/,A Coruña,Venta,Centro Inmobiliaria A Coruña,1
81 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/94285723/,A Coruña,Venta,,4
190 m²,€ 125.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95105375/,A Coruña,Venta,Housefulness,8
90 m²,€ 185.000,,Piso,https://www.indomio.es/anuncios/94972005/,A Coruña,Venta,Inmobiliaria Los Puentes,3
133 m²,€ 470.000,3 baños,Piso,https://www.indomio.es/anuncios/95260783/,A Coruña,Venta,,7
173 m²,€ 820.000,2 baños,Piso,https://www.indomio.es/anuncios/95265753/,A Coruña,Venta,BRIGANTIA REAL ESTATE,5
57 m²,€ 185.000,1 baño,Piso,https://www.indomio.es/anuncios/95332133/,A Coruña,Venta,Housell,2
86 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/95497309/,A Coruña,Venta,Urbeko Inmobiliaria,5
52 m²,€ 98.000,,Piso,https://www.indomio.es/anuncios/95325445/,A Coruña,Venta,ALTERNATIVA FINANCIERA,2
255 m²,€ 550.000,,Piso,https://www.indomio.es/anuncios/95604775/,A Coruña,Venta,Fogar servicios inmobiliarios,
202 m²,€ 310.000,2 baños,Chalet,https://www.indomio.es/anuncios/95668295/,A Coruña,Venta,Atico Servicios Inmobiliarios,5
,€ 95.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95756425/,A Coruña,Venta,Expertia  Inmobiliaria,5
251 m²,€ 280.333,,Edificio,https://www.indomio.es/anuncios/95955591/,A Coruña,Venta,,
76 m²,€ 199.000,2 baños,Piso,https://www.indomio.es/anuncios/93750415/,A Coruña,Venta,BRIGANTIA REAL ESTATE,5
1.045 m²,€ 720.000,,Edificio,https://www.indomio.es/anuncios/93256955/,A Coruña,Venta,INMOBILIARIA CENTRO,
68 m²,€ 46.980,1 baño,Piso,https://www.indomio.es/anuncios/94604667/,A Coruña,Venta,Aliseda Inmobiliaria,2
55 m²,€ 205.000,1 baño,Piso,https://www.indomio.es/anuncios/93750411/,A Coruña,Venta,BRIGANTIA REAL ESTATE,3
157 m²,€ 142.500,2 baños,Piso,https://www.indomio.es/anuncios/93914657/,A Coruña,Venta,Grupo Beiramar,5
102 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/94333385/,A Coruña,Venta,Gestión Inmobiliaria Artemisa,5
60 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/95410301/,A Coruña,Venta,,4
127 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/94971995/,A Coruña,Venta,Inmobiliaria Los Puentes,6
85 m²,€ 250.000,1 baño,Piso,https://www.indomio.es/anuncios/95344593/,A Coruña,Venta,,2
204 m²,€ 40.000,,Casa unifamiliar,https://www.indomio.es/anuncios/92544771/,A Coruña,Venta,Gestión Inmobiliaria Artemisa,
172 m²,€ 300.000,,Edificio,https://www.indomio.es/anuncios/94895757/,A Coruña,Venta,Inmoarch,
