meters,price,bathrooms,category,link,municipality,operation,owner,rooms
93 m²,€ 85.000,1 baño,Piso,https://www.indomio.es/anuncios/90259853/,Albacete,Venta,Alquilofacil - Albacete,1
60 m²,€ 135.000,1 baño,Piso,https://www.indomio.es/anuncios/90583541/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,3
75 m²,€ 110.000,1 baño,Piso ,https://www.indomio.es/anuncios/90660228/,Albacete,Venta,,4
5.000 m²,€ 275.000,,Chalet,https://www.indomio.es/anuncios/91072905/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,3
240 m²,€ 409.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/93347109/,Albacete,Venta,Inmobiliaria Tejares,5
130 m²,€ 178.000,2 baños,Piso,https://www.indomio.es/anuncios/91933791/,Albacete,Venta,Api vicente orozco,6
90 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/94140721/,Albacete,Venta,,5
84 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/94740839/,Albacete,Venta,Inmobiliaria Tejares,4
110 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/94915991/,Albacete,Venta,,6
158 m² ,€ 164.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95706303/,Albacete,Venta,Soluziones Inmobiliarias,4
2.784 m²,€ 495.000,2 baños,Chalet ,https://www.indomio.es/anuncios/95046721/,Albacete,Venta,,7
169 m²,€ 220.000,2 baños,Piso ,https://www.indomio.es/anuncios/95234037/,Albacete,Venta,,7
91 m²,€ 234.600,2 baños,Piso,https://www.indomio.es/anuncios/95278949/,Albacete,Venta,Aliseda Inmobiliaria,5
130 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95363219/,Albacete,Venta,Inmobiliaria La Noria,6
90 m²,€ 152.000,2 baños,Piso,https://www.indomio.es/anuncios/95429849/,Albacete,Venta,Global House Albacete,5
70 m²,€ 142.000,1 baño,Piso,https://www.indomio.es/anuncios/95478117/,Albacete,Venta,InmoHouse,3
134 m²,€ 290.000,2 baños,Piso,https://www.indomio.es/anuncios/95478113/,Albacete,Venta,InmoHouse,5
118 m²,€ 157.000,2 baños,Piso,https://www.indomio.es/anuncios/95549921/,Albacete,Venta,Ana Isabel Martinez Marchante,6
74 m²,€ 159.000,1 baño,Piso,https://www.indomio.es/anuncios/95561067/,Albacete,Venta,Inmobiliaria La Mancha,3
130 m²,€ 205.000,2 baños,Chalet,https://www.indomio.es/anuncios/95629289/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
310 m²,€ 120.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95739933/,Albacete,Venta,Inmobiliaria La Mancha,6
148 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/95764005/,Albacete,Venta,InmoHouse,7
120 m²,€ 380.000,2 baños,Piso,https://www.indomio.es/anuncios/95808703/,Albacete,Venta,InmoHouse,6
53 m²,€ 90.000,1 baño,Piso,https://www.indomio.es/anuncios/95340835/,Albacete,Venta,Exp España,3
186 m²,€ 435.000,3 baños,Piso,https://www.indomio.es/anuncios/95183383/,Albacete,Venta,Meraki,9
68 m²,€ 145.000,1 baño,Piso,https://www.indomio.es/anuncios/95299817/,Albacete,Venta,Meraki,3
160 m²,€ 250.000,2 baños,Piso ,https://www.indomio.es/anuncios/95298315/,Albacete,Venta,,7
120 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95418421/,Albacete,Venta,InmoHouse,4
1.500 m²,€ 125.000,1 baño,Casa rústica ,https://www.indomio.es/anuncios/95426125/,Albacete,Venta,,5
300 m²,€ 410.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95478517/,Albacete,Venta,Ana Isabel Martinez Marchante,7
115 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95504885/,Albacete,Venta,Inmobiliaria La Noria,6
200 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95509799/,Albacete,Venta,Ana Isabel Martinez Marchante,4
200 m²,€ 135.000,1 baño,Piso,https://www.indomio.es/anuncios/95581113/,Albacete,Venta,Inmobiliaria La Noria,4
100 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/95629435/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
90 m²,€ 150.000,2 baños,Piso,https://www.indomio.es/anuncios/95629393/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,6
105 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/95629279/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,6
200 m²,€ 280.000,1 baño,Piso,https://www.indomio.es/anuncios/95793605/,Albacete,Venta,Fincasa Inmobiliaria,5
85 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/95905893/,Albacete,Venta,Grupo Luxury Home,4
148 m²,€ 199.000,2 baños,Piso,https://www.indomio.es/anuncios/95965301/,Albacete,Venta,Germán - gestión de inmuebles,7
110 m²,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/94887593/,Albacete,Venta,Ana Isabel Martinez Marchante,4
104 m²,€ 300.000,2 baños,Piso,https://www.indomio.es/anuncios/95906365/,Albacete,Venta,InmoHouse,6
150 m²,€ 200.000,3 baños,Piso,https://www.indomio.es/anuncios/81947235/,Albacete,Venta,Inmobiliaria Tejares,7
95 m²,€ 170.000,2 baños,Piso,https://www.indomio.es/anuncios/91362707/,Albacete,Venta,InmoHouse,5
300 m² ,€ 140.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95727469/,Albacete,Venta,Torrecastilla,2
360 m²,€ 668.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/93088413/,Albacete,Venta,Inmobiliaria La Mancha,7
129 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/94554691/,Albacete,Venta,Inmobiliaria La Mancha,6
85 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/94845967/,Albacete,Venta,Alquilofacil - Albacete,4
135 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95118771/,Albacete,Venta,Ana Isabel Martinez Marchante,7
94 m²,€ 182.000,2 baños,Piso,https://www.indomio.es/anuncios/95340585/,Albacete,Venta,InmoHouse,5
160 m²,€ 240.000,2 baños,Edificio ,https://www.indomio.es/anuncios/95404697/,Albacete,Venta,Agencia Inmobiliaria Gómez Torres,6
153 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/95429879/,Albacete,Venta,Global House Albacete,6
90 m²,€ 125.000,1 baño,Piso,https://www.indomio.es/anuncios/95582055/,Albacete,Venta,Inmobiliaria Tejares,4
126 m²,€ 299.000,2 baños,Piso,https://www.indomio.es/anuncios/95581411/,Albacete,Venta,Albapisos Grupo Inmobiliario,5
420 m²,€ 490.000,3 baños,Chalet,https://www.indomio.es/anuncios/95629325/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,7
90 m²,€ 113.000,1 baño,Piso,https://www.indomio.es/anuncios/95673459/,Albacete,Venta,Inmobiliaria La Mancha,4
98 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/95808731/,Albacete,Venta,InmoHouse,5
87 m²,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/95969507/,Albacete,Venta,InmoHouse,5
360 m² ,€ 300.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95687395/,Albacete,Venta,Inmobiliaria La Mancha,6
145 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/94887567/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
90 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95063721/,Albacete,Venta,Fincasa Inmobiliaria,5
180 m²,€ 255.000,3 baños,Piso,https://www.indomio.es/anuncios/95112155/,Albacete,Venta,Ana Isabel Martinez Marchante,7
48 m²,€ 95.000,1 baño,Piso,https://www.indomio.es/anuncios/95435745/,Albacete,Venta,Meraki,2
60 m²,€ 100.000,,Piso,https://www.indomio.es/anuncios/95629335/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,2
90 m²,€ 235.000,2 baños,Piso,https://www.indomio.es/anuncios/95629417/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
90 m²,€ 195.000,2 baños,Piso,https://www.indomio.es/anuncios/95629481/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
105 m²,€ 150.000,2 baños,Piso,https://www.indomio.es/anuncios/83225324/,Albacete,Venta,Meraki,4
65 m²,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/84307621/,Albacete,Venta,Inmobiliaria Tejares,2
130 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/87252477/,Albacete,Venta,Inmobiliaria La Noria,5
130 m² ,€ 202.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95708113/,Albacete,Venta,Inmobiliaria La Noria,5
133 m²,€ 113.000,2 baños,Caserío,https://www.indomio.es/anuncios/90259737/,Albacete,Venta,Alquilofacil - Albacete,5
104 m²,€ 160.000,2 baños,Piso,https://www.indomio.es/anuncios/90982155/,Albacete,Venta,Inmobiliaria Tejares,5
100 m²,€ 212.000,2 baños,Piso,https://www.indomio.es/anuncios/91385419/,Albacete,Venta,Inmobiliaria La Noria,5
85 m²,€ 160.000,1 baño,Piso,https://www.indomio.es/anuncios/91541357/,Albacete,Venta,InmoHouse,3
124 m²,€ 265.000,2 baños,Piso,https://www.indomio.es/anuncios/92688177/,Albacete,Venta,Inmobiliaria Tejares,5
109 m²,€ 195.000,2 baños,Piso ,https://www.indomio.es/anuncios/91953307/,Albacete,Venta,,5
1.110 m²,€ 1.600.000,,Piso,https://www.indomio.es/anuncios/92013911/,Albacete,Venta,Fincasa Inmobiliaria,
142 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92784071/,Albacete,Venta,Meraki,5
128 m²,€ 200.000,2 baños,Piso ,https://www.indomio.es/anuncios/93583063/,Albacete,Venta,,6
110 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/94109119/,Albacete,Venta,InmoHouse,5
80 m²,€ 140.000,1 baño,Piso,https://www.indomio.es/anuncios/94109115/,Albacete,Venta,InmoHouse,3
111 m²,€ 180.000,,Casa unifamiliar,https://www.indomio.es/anuncios/94207081/,Albacete,Venta,Inmobiliaria Tejares,
245 m²,€ 500.000,3 baños,Piso,https://www.indomio.es/anuncios/95872151/,Albacete,Venta,Iml Inmobiliaria,7
186 m²,€ 435.000,3+ baños,Piso,https://www.indomio.es/anuncios/95001523/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
120 m²,€ 139.000,1 baño,Piso,https://www.indomio.es/anuncios/95017839/,Albacete,Venta,Fincasa Inmobiliaria,5
130 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95429855/,Albacete,Venta,Global House Albacete,5
131 m²,€ 249.000,2 baños,Piso,https://www.indomio.es/anuncios/95429843/,Albacete,Venta,Global House Albacete,6
150 m²,€ 150.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95429857/,Albacete,Venta,Global House Albacete,6
67 m²,€ 108.000,1 baño,Piso,https://www.indomio.es/anuncios/95443487/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,2
90 m²,€ 196.900,2 baños,Piso,https://www.indomio.es/anuncios/95629379/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
84 m²,€ 140.000,1 baño,Piso,https://www.indomio.es/anuncios/95871069/,Albacete,Venta,,4
230 m² ,€ 400.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690507/,Albacete,Venta,InmoHouse,5
250 m²,€ 123.000,2 baños,Caserío,https://www.indomio.es/anuncios/90259657/,Albacete,Venta,Alquilofacil - Albacete,6
120 m²,€ 550.000,2 baños,Piso,https://www.indomio.es/anuncios/91072737/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,5
134 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/92408287/,Albacete,Venta,Inmobiliaria La Mancha,6
453 m²,€ 625.000,3 baños,Chalet,https://www.indomio.es/anuncios/93250069/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,8
120 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/93668357/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,5
370 m² ,€ 765.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690521/,Albacete,Venta,InmoHouse,7
87 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/94251117/,Albacete,Venta,Inmobiliaria La Mancha,5
140 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/94313989/,Albacete,Venta,Ana Isabel Martinez Marchante,5
75 m²,€ 200.000,1 baño,Piso,https://www.indomio.es/anuncios/94625167/,Albacete,Venta,InmoHouse,3
84 m²,€ 140.000,1 baño,Piso ,https://www.indomio.es/anuncios/95039503/,Albacete,Venta,,4
65 m²,€ 138.000,2 baños,Piso,https://www.indomio.es/anuncios/95063713/,Albacete,Venta,Fincasa Inmobiliaria,4
110 m²,€ 176.000,2 baños,Piso,https://www.indomio.es/anuncios/95165125/,Albacete,Venta,InmoHouse,6
87 m²,€ 105.000,1 baño,Piso,https://www.indomio.es/anuncios/95274097/,Albacete,Venta,Inmobiliaria La Mancha,4
143 m²,€ 399.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95300825/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
90 m²,€ 100.000,2 baños,Piso,https://www.indomio.es/anuncios/95363689/,Albacete,Venta,Ana Isabel Martinez Marchante,5
500 m² ,€ 300.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95727209/,Albacete,Venta,Ana Isabel Martinez Marchante,5
82 m²,€ 190.000,2 baños,Piso,https://www.indomio.es/anuncios/95599679/,Albacete,Venta,Meraki,5
165 m²,€ 355.000,3 baños,Piso,https://www.indomio.es/anuncios/91361259/,Albacete,Venta,Inmobiliaria La Mancha,8
330 m²,€ 199.900,3 baños,Casa rústica,https://www.indomio.es/anuncios/91683637/,Albacete,Venta,InmoHouse,10
84 m²,€ 85.000,1 baño,Piso,https://www.indomio.es/anuncios/94755093/,Albacete,Venta,Ingemar Gestión Inmobiliaria,3
370 m² ,€ 950.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95687377/,Albacete,Venta,Inmobiliaria La Mancha,7
175 m²,€ 260.000,2 baños,Piso,https://www.indomio.es/anuncios/92888919/,Albacete,Venta,Inmobiliaria Tejares,6
157 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/93554223/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,5
149 m²,€ 335.000,2 baños,Piso,https://www.indomio.es/anuncios/95755151/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
336 m² ,€ 749.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690529/,Albacete,Venta,InmoHouse,5
129 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/94685749/,Albacete,Venta,InmoHouse,6
85 m²,€ 95.000,1 baño,Piso,https://www.indomio.es/anuncios/94887173/,Albacete,Venta,InmoHouse,4
70 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/95145527/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,4
130 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95163195/,Albacete,Venta,Ana Isabel Martinez Marchante,7
208 m²,€ 265.000,3 baños,Piso,https://www.indomio.es/anuncios/95205809/,Albacete,Venta,InmoHouse,9
220 m²,€ 320.000,3 baños,Piso,https://www.indomio.es/anuncios/95205801/,Albacete,Venta,InmoHouse,7
320 m²,€ 295.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95444323/,Albacete,Venta,Fincasa Inmobiliaria,6
95 m²,€ 129.990,,Piso,https://www.indomio.es/anuncios/95572431/,Albacete,Venta,Global House Albacete,3
137 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95629439/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,6
65 m²,€ 67.000,1 baño,Piso,https://www.indomio.es/anuncios/96002997/,Albacete,Venta,InmoHouse,3
110 m²,€ 140.000,2 baños,Piso,https://www.indomio.es/anuncios/91686293/,Albacete,Venta,Inmobiliaria Tejares,6
1.550 m²,€ 600.000,,Edificio,https://www.indomio.es/anuncios/91052825/,Albacete,Venta,InmoHouse,
110 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92531673/,Albacete,Venta,Inmobiliaria La Mancha,5
106 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/95445823/,Albacete,Venta,Inmobiliaria La Noria,5
169 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/92857189/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
115 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/94072149/,Albacete,Venta,,4
130 m²,€ 240.000,2 baños,Piso,https://www.indomio.es/anuncios/94194425/,Albacete,Venta,InmoHouse,5
250 m²,€ 115.000,1 baño,Caserío,https://www.indomio.es/anuncios/94902823/,Albacete,Venta,Alquilofacil - Albacete,5
65 m²,€ 66.000,1 baño,Piso,https://www.indomio.es/anuncios/94902821/,Albacete,Venta,Alquilofacil - Albacete,3
250 m² ,€ 390.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/94936273/,Albacete,Venta,Fincasa Inmobiliaria,8
240 m²,€ 800.000,3+ baños,Piso,https://www.indomio.es/anuncios/95019579/,Albacete,Venta,InmoHouse,6
170 m²,€ 260.000,3 baños,Piso,https://www.indomio.es/anuncios/95181649/,Albacete,Venta,Ana Isabel Martinez Marchante,7
110 m²,€ 110.000,1 baño,Piso,https://www.indomio.es/anuncios/95265703/,Albacete,Venta,Fincasa Inmobiliaria,5
123 m²,€ 125.000,1 baño,Piso,https://www.indomio.es/anuncios/95340649/,Albacete,Venta,Inmobiliaria La Mancha,4
220 m²,€ 330.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95390415/,Albacete,Venta,Inmobiliaria La Mancha,7
87 m²,€ 113.500,,Piso,https://www.indomio.es/anuncios/95520283/,Albacete,Venta,Global House Albacete,3
102 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/78768809/,Albacete,Venta,Meraki,6
300 m²,€ 299.900,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/89465125/,Albacete,Venta,Inmobiliaria La Mancha,8
210 m² ,€ 249.900,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95687365/,Albacete,Venta,Inmobiliaria La Mancha,6
140 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/90966519/,Albacete,Venta,Inmobiliaria Tejares,6
816 m²,€ 300.000,2 baños,Chalet,https://www.indomio.es/anuncios/91072763/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,4
70 m²,€ 88.000,1 baño,Piso,https://www.indomio.es/anuncios/94974457/,Albacete,Venta,Alquilofacil - Albacete,3
115 m²,€ 265.000,2 baños,Piso,https://www.indomio.es/anuncios/92370063/,Albacete,Venta,Soluziones Inmobiliarias,5
97 m²,€ 175.000,2 baños,Piso,https://www.indomio.es/anuncios/92943601/,Albacete,Venta,Meraki,4
150 m²,€ 170.000,2 baños,Piso,https://www.indomio.es/anuncios/92953987/,Albacete,Venta,Inmobiliaria Tejares,5
132 m²,€ 297.000,2 baños,Piso,https://www.indomio.es/anuncios/93751543/,Albacete,Venta,Ana Isabel Martinez Marchante,6
70 m²,€ 76.000,1 baño,Piso,https://www.indomio.es/anuncios/94238727/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,3
90 m²,€ 190.000,1 baño,Piso,https://www.indomio.es/anuncios/94279921/,Albacete,Venta,InmoHouse,3
108 m²,€ 235.000,2 baños,Piso,https://www.indomio.es/anuncios/94764623/,Albacete,Venta,Api vicente orozco,5
76 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95788035/,Albacete,Venta,Exp España,4
75 m²,€ 75.000,1 baño,Piso,https://www.indomio.es/anuncios/94943273/,Albacete,Venta,InmoHouse,4
100 m²,€ 305.000,2 baños,Piso,https://www.indomio.es/anuncios/95115555/,Albacete,Venta,Fincasa Inmobiliaria,5
117 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95905875/,Albacete,Venta,Grupo Luxury Home,5
111 m²,€ 285.000,2 baños,Piso,https://www.indomio.es/anuncios/79396653/,Albacete,Venta,Meraki,5
135 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/95240069/,Albacete,Venta,Meraki,5
180 m²,€ 300.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/86495509/,Albacete,Venta,InmoHouse,4
143 m²,€ 320.000,2 baños,Piso,https://www.indomio.es/anuncios/90524939/,Albacete,Venta,InmoHouse,6
252 m² ,€ 560.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/90583585/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,7
196 m²,€ 199.900,2 baños,Piso,https://www.indomio.es/anuncios/91514005/,Albacete,Venta,Inmobiliaria La Mancha,6
156 m²,€ 183.000,2 baños,Piso,https://www.indomio.es/anuncios/92857203/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
105 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92857207/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,5
503 m²,€ 650.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/94467893/,Albacete,Venta,InmoHouse,8
103 m²,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/94782437/,Albacete,Venta,Exp España,5
125 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/94956709/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
105 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95105085/,Albacete,Venta,Inmobiliaria Tejares,6
120 m²,€ 305.000,2 baños,Piso,https://www.indomio.es/anuncios/95199665/,Albacete,Venta,Ana Isabel Martinez Marchante,5
90 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/95205851/,Albacete,Venta,InmoHouse,4
120 m²,€ 135.000,2 baños,Piso,https://www.indomio.es/anuncios/95240093/,Albacete,Venta,InmoHouse,4
125 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95801723/,Albacete,Venta,Meraki,5
3.600 m²,€ 155.000,1 baño,Casa rústica,https://www.indomio.es/anuncios/95174609/,Albacete,Venta,,5
80 m²,€ 140.000,2 baños,Piso,https://www.indomio.es/anuncios/95457103/,Albacete,Venta,Fincasa Inmobiliaria,5
91 m²,€ 175.000,2 baños,Piso,https://www.indomio.es/anuncios/95808719/,Albacete,Venta,InmoHouse,5
124 m²,€ 178.000,2 baños,Piso,https://www.indomio.es/anuncios/95827841/,Albacete,Venta,Inmobiliaria La Noria,6
970 m²,€ 690.000,3 baños,Casa unifamiliar ,https://www.indomio.es/anuncios/95845093/,Albacete,Venta,,4
95 m²,€ 105.000,,Piso,https://www.indomio.es/anuncios/95865153/,Albacete,Venta,Global House Albacete,4
96 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95886413/,Albacete,Venta,InmoHouse,6
83 m²,€ 155.000,1 baño,Piso,https://www.indomio.es/anuncios/95905877/,Albacete,Venta,Grupo Luxury Home,3
67 m²,€ 128.000,1 baño,Piso,https://www.indomio.es/anuncios/96002999/,Albacete,Venta,InmoHouse,3
72 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/81947285/,Albacete,Venta,Inmobiliaria Tejares,2
149 m²,€ 198.400,2 baños,Piso,https://www.indomio.es/anuncios/93189135/,Albacete,Venta,Inmobiliaria Tejares,6
78 m²,€ 139.000,1 baño,Piso,https://www.indomio.es/anuncios/93930411/,Albacete,Venta,Soluziones Inmobiliarias,4
1.432 m²,€ 500.000,1 baño,Casa rústica,https://www.indomio.es/anuncios/94401203/,Albacete,Venta,Villa Josefina,6
126 m²,€ 255.000,2 baños,Piso,https://www.indomio.es/anuncios/94451523/,Albacete,Venta,InmoHouse,5
71 m²,€ 112.500,1 baño,Piso,https://www.indomio.es/anuncios/94849727/,Albacete,Venta,Soluziones Inmobiliarias,3
120 m² ,€ 250.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95690553/,Albacete,Venta,InmoHouse,4
115 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95063701/,Albacete,Venta,Fincasa Inmobiliaria,6
200 m²,€ 350.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/92857183/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
103 m²,€ 315.000,2 baños,Piso,https://www.indomio.es/anuncios/93746171/,Albacete,Venta,Topbrokers,5
70 m²,€ 150.000,1 baño,Piso,https://www.indomio.es/anuncios/94075119/,Albacete,Venta,,4
114 m²,€ 199.000,1 baño,Piso,https://www.indomio.es/anuncios/95001801/,Albacete,Venta,Ana Isabel Martinez Marchante,3
90 m²,€ 139.000,2 baños,Piso,https://www.indomio.es/anuncios/95205807/,Albacete,Venta,InmoHouse,5
118 m²,€ 175.000,1 baño,Piso,https://www.indomio.es/anuncios/95411991/,Albacete,Venta,Soluziones Inmobiliarias,5
360 m²,€ 668.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95478065/,Albacete,Venta,InmoHouse,7
80 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/95478521/,Albacete,Venta,Ana Isabel Martinez Marchante,4
300 m²,€ 400.000,3 baños,Piso,https://www.indomio.es/anuncios/95549919/,Albacete,Venta,Ana Isabel Martinez Marchante,9
175 m²,€ 225.000,3 baños,Piso,https://www.indomio.es/anuncios/95629383/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,9
130 m²,€ 225.000,1 baño,Piso,https://www.indomio.es/anuncios/95739967/,Albacete,Venta,Albapisos Grupo Inmobiliario,4
150 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95808685/,Albacete,Venta,InmoHouse,6
120 m²,€ 125.000,,Piso,https://www.indomio.es/anuncios/95865157/,Albacete,Venta,Global House Albacete,3
127 m²,€ 270.000,2 baños,Piso,https://www.indomio.es/anuncios/95905851/,Albacete,Venta,Grupo Luxury Home,5
105 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95917377/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
80 m²,€ 138.000,1 baño,Piso,https://www.indomio.es/anuncios/95995401/,Albacete,Venta,InmoHouse,3
200 m²,€ 300.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/90169107/,Albacete,Venta,InmoHouse,4
90 m²,€ 150.000,1 baño,Piso,https://www.indomio.es/anuncios/94347061/,Albacete,Venta,InmoHouse,4
120 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/94382635/,Albacete,Venta,InmoHouse,5
103 m² ,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/94645889/,Albacete,Venta,Exp España,4
103 m²,€ 299.000,2 baños,Piso,https://www.indomio.es/anuncios/94682117/,Albacete,Venta,,5
70 m²,€ 160.000,1 baño,Piso,https://www.indomio.es/anuncios/94741513/,Albacete,Venta,Inmobiliaria La Noria,3
541 m²,€ 499.995,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95002335/,Albacete,Venta,InmoHouse,9
125 m²,€ 125.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95059087/,Albacete,Venta,Ana Isabel Martinez Marchante,4
120 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95312763/,Albacete,Venta,Inmobiliaria La Noria,6
