meters,price,bathrooms,category,link,municipality,operation,owner,rooms
190 m²,€ 380.000,3 baños,Piso,https://www.indomio.es/anuncios/95499943/,Albacete,Venta,Inmobiliaria La Mancha,7
85 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95629323/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
79 m²,€ 94.000,1 baño,Piso,https://www.indomio.es/anuncios/95905911/,Albacete,Venta,Grupo Luxury Home,4
5.000 m²,€ 6.000.000,,Edificio,https://www.indomio.es/anuncios/95900213/,Albacete,Venta,Tu hogar a medida,
72 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/95945361/,Albacete,Venta,Soluziones Inmobiliarias,2
125 m²,€ 195.000,2 baños,Piso,https://www.indomio.es/anuncios/95993949/,Albacete,Venta,Soluziones Inmobiliarias,5
130 m²,€ 170.000,1 baño,Piso,https://www.indomio.es/anuncios/82554907/,Albacete,Venta,Inmobiliaria Tejares,4
240 m² ,€ 600.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95725815/,Albacete,Venta,Inmobiliaria Tejares,6
76 m²,€ 90.000,2 baños,Piso,https://www.indomio.es/anuncios/94304957/,Albacete,Venta,InmoHouse,5
279 m²,€ 400.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/94736051/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,6
99 m²,€ 200.000,2 baños,Edificio ,https://www.indomio.es/anuncios/94950703/,Albacete,Venta,Agencia Inmobiliaria Gómez Torres,5
140 m²,€ 360.000,2 baños,Piso,https://www.indomio.es/anuncios/95017805/,Albacete,Venta,Fincasa Inmobiliaria,7
60 m²,€ 180.000,1 baño,Piso,https://www.indomio.es/anuncios/95037901/,Albacete,Venta,Inmobiliaria Tejares,2
67 m²,€ 139.000,2 baños,Piso,https://www.indomio.es/anuncios/95044593/,Albacete,Venta,Inmobiliaria La Mancha,5
90 m²,€ 330.000,2 baños,Piso,https://www.indomio.es/anuncios/95205785/,Albacete,Venta,InmoHouse,4
93 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/95205813/,Albacete,Venta,InmoHouse,5
300 m²,€ 350.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95239597/,Albacete,Venta,Ana Isabel Martinez Marchante,7
162 m²,€ 225.000,2 baños,Piso,https://www.indomio.es/anuncios/95352661/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,6
147 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95429859/,Albacete,Venta,Global House Albacete,5
200 m² ,€ 315.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690505/,Albacete,Venta,InmoHouse,7
59 m²,€ 153.000,,Piso,https://www.indomio.es/anuncios/95629331/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,2
90 m²,€ 240.000,,Piso,https://www.indomio.es/anuncios/95629405/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,3
300 m²,€ 375.000,2 baños,Chalet,https://www.indomio.es/anuncios/95629455/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,7
300 m²,€ 475.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95629385/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,9
98 m²,€ 138.000,2 baños,Piso,https://www.indomio.es/anuncios/95768297/,Albacete,Venta,Global House Albacete,5
90 m²,€ 170.000,1 baño,Piso,https://www.indomio.es/anuncios/83674727/,Albacete,Venta,Inmobiliaria Tejares,3
117 m²,€ 238.000,2 baños,Piso,https://www.indomio.es/anuncios/91765117/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
100 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92985393/,Albacete,Venta,Inmobiliaria Tejares,7
118 m²,€ 280.000,2 baños,Piso,https://www.indomio.es/anuncios/94279971/,Albacete,Venta,InmoHouse,5
106 m² ,€ 395.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690545/,Albacete,Venta,InmoHouse,8
105 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/94826625/,Albacete,Venta,InmoHouse,5
145 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/94849729/,Albacete,Venta,Soluziones Inmobiliarias,7
146 m²,€ 295.000,2 baños,Piso,https://www.indomio.es/anuncios/94982823/,Albacete,Venta,InmoHouse,5
120 m²,€ 280.000,2 baños,Piso,https://www.indomio.es/anuncios/95095995/,Albacete,Venta,Soluziones Inmobiliarias,5
98 m²,€ 110.000,1 baño,Piso,https://www.indomio.es/anuncios/95205797/,Albacete,Venta,InmoHouse,4
130 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/95339509/,Albacete,Venta,Ana Isabel Martinez Marchante,6
85 m²,€ 153.000,2 baños,Piso,https://www.indomio.es/anuncios/95429885/,Albacete,Venta,Global House Albacete,4
95 m²,€ 98.000,1 baño,Piso,https://www.indomio.es/anuncios/95436211/,Albacete,Venta,Inmobiliaria Tejares,4
70 m²,€ 188.000,1 baño,Piso,https://www.indomio.es/anuncios/95478095/,Albacete,Venta,InmoHouse,3
641 m² ,€ 330.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95478669/,Albacete,Venta,Inmobiliaria La Mancha,8
155 m²,€ 170.000,2 baños,Piso,https://www.indomio.es/anuncios/95629373/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,8
100 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95739859/,Albacete,Venta,InmoHouse,5
100 m²,€ 310.000,2 baños,Piso,https://www.indomio.es/anuncios/91628129/,Albacete,Venta,InmoHouse,5
280 m²,€ 400.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/91412527/,Albacete,Venta,Meraki,6
300 m²,€ 410.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/92665643/,Albacete,Venta,Inmobiliaria Tejares,6
133 m²,€ 112.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/92868613/,Albacete,Venta,Meraki,5
110 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92745079/,Albacete,Venta,Inmobiliaria La Mancha,5
170 m²,€ 311.000,2 baños,Piso,https://www.indomio.es/anuncios/93163473/,Albacete,Venta,Germán - gestión de inmuebles,6
140 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/94072521/,Albacete,Venta,,7
272 m²,€ 350.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/94251123/,Albacete,Venta,Inmobiliaria La Mancha,4
140 m²,€ 200.000,2 baños,Piso ,https://www.indomio.es/anuncios/94618629/,Albacete,Venta,Agencia Inmobiliaria Gómez Torres,8
95 m²,€ 139.000,1 baño,Piso,https://www.indomio.es/anuncios/94637183/,Albacete,Venta,,5
90 m²,€ 190.000,2 baños,Piso,https://www.indomio.es/anuncios/94885397/,Albacete,Venta,Meraki,5
70 m²,€ 190.000,1 baño,Piso,https://www.indomio.es/anuncios/95063703/,Albacete,Venta,Fincasa Inmobiliaria,3
155 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/95148219/,Albacete,Venta,Inmobiliaria La Noria,5
150 m²,€ 325.000,2 baños,Piso,https://www.indomio.es/anuncios/95205837/,Albacete,Venta,InmoHouse,6
146 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95274095/,Albacete,Venta,Inmobiliaria La Mancha,5
160 m² ,€ 250.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690557/,Albacete,Venta,InmoHouse,7
98 m²,€ 76.000,1 baño,Piso,https://www.indomio.es/anuncios/95312163/,Albacete,Venta,Inmobiliaria Tejares,4
132 m²,€ 185.000,3 baños,Piso,https://www.indomio.es/anuncios/95363685/,Albacete,Venta,Ana Isabel Martinez Marchante,9
72 m²,€ 58.000,1 baño,Piso,https://www.indomio.es/anuncios/91731015/,Albacete,Venta,Alquilofacil - Albacete,4
110 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/93504299/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,6
1.500 m² ,€ 250.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95687383/,Albacete,Venta,Inmobiliaria La Mancha,8
60 m²,€ 190.000,1 baño,Piso,https://www.indomio.es/anuncios/94225057/,Albacete,Venta,Fincasa Inmobiliaria,2
77 m²,€ 170.000,1 baño,Piso,https://www.indomio.es/anuncios/94347067/,Albacete,Venta,InmoHouse,3
472 m²,€ 400.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/94800407/,Albacete,Venta,Ana Isabel Martinez Marchante,5
91 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/94848009/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,5
2 m²,€ 300.000,2 baños,Piso,https://www.indomio.es/anuncios/94930271/,Albacete,Venta,,6
99 m²,€ 173.000,2 baños,Piso,https://www.indomio.es/anuncios/95038915/,Albacete,Venta,Meraki,5
115 m² ,€ 125.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95727185/,Albacete,Venta,Ana Isabel Martinez Marchante,4
250 m²,€ 326.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95323459/,Albacete,Venta,Ana Isabel Martinez Marchante,7
167 m²,€ 355.000,3 baños,Piso,https://www.indomio.es/anuncios/95561767/,Albacete,Venta,InmoHouse,7
148 m²,€ 199.000,2 baños,Piso,https://www.indomio.es/anuncios/95490925/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,7
97 m²,€ 170.000,1 baño,Piso,https://www.indomio.es/anuncios/95388095/,Albacete,Venta,Ana Isabel Martinez Marchante,3
120 m² ,€ 280.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95593325/,Albacete,Venta,Fincasa Inmobiliaria,6
166 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95516325/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
65 m²,€ 78.000,1 baño,Piso,https://www.indomio.es/anuncios/95600537/,Albacete,Venta,InmoHouse,3
130 m²,€ 142.000,1 baño,Piso,https://www.indomio.es/anuncios/96002987/,Albacete,Venta,InmoHouse,5
90 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95999873/,Albacete,Venta,Fincasa Inmobiliaria,5
147 m²,€ 158.000,1 baño,Piso,https://www.indomio.es/anuncios/85587419/,Albacete,Venta,Inmobiliaria Tejares,4
131 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/90017377/,Albacete,Venta,Meraki,5
280 m²,€ 169.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/92444947/,Albacete,Venta,Inmobiliaria Tejares,6
235 m²,€ 415.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/92769241/,Albacete,Venta,Germán - gestión de inmuebles,7
220 m²,€ 350.000,2 baños,Dúplex,https://www.indomio.es/anuncios/93275823/,Albacete,Venta,Alquilofacil - Albacete,8
210 m²,€ 330.000,2 baños,Piso,https://www.indomio.es/anuncios/94029835/,Albacete,Venta,,6
260 m²,€ 400.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/94383317/,Albacete,Venta,Inmobiliaria La Noria,6
127 m²,€ 277.000,2 baños,Piso,https://www.indomio.es/anuncios/94426733/,Albacete,Venta,Inmobiliaria La Mancha,5
118 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95205855/,Albacete,Venta,InmoHouse,5
120 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95274335/,Albacete,Venta,Meraki,6
103 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95580693/,Albacete,Venta,Inmobiliaria La Mancha,5
71 m²,€ 169.000,2 baños,Piso,https://www.indomio.es/anuncios/95599255/,Albacete,Venta,Ana Isabel Martinez Marchante,4
91 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95629449/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
150 m²,€ 445.000,2 baños,Ático,https://www.indomio.es/anuncios/95629403/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,7
96 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/95855523/,Albacete,Venta,Inmobiliaria La Mancha,5
115 m²,€ 295.000,2 baños,Piso,https://www.indomio.es/anuncios/95205779/,Albacete,Venta,InmoHouse,5
95 m²,€ 139.000,2 baños,Piso,https://www.indomio.es/anuncios/95239595/,Albacete,Venta,Ana Isabel Martinez Marchante,5
148 m²,€ 189.000,2 baños,Piso,https://www.indomio.es/anuncios/95429881/,Albacete,Venta,Global House Albacete,6
65 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/95550469/,Albacete,Venta,Inmobiliaria Tejares,4
175 m²,€ 460.000,3 baños,Ático,https://www.indomio.es/anuncios/95629433/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,7
110 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95629463/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
155 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95753283/,Albacete,Venta,Ana Isabel Martinez Marchante,6
140 m²,€ 345.000,2 baños,Piso,https://www.indomio.es/anuncios/95764023/,Albacete,Venta,InmoHouse,6
72 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/95808715/,Albacete,Venta,InmoHouse,2
140 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95894895/,Albacete,Venta,Soluziones Inmobiliarias,5
110 m²,€ 158.000,2 baños,Piso,https://www.indomio.es/anuncios/85551497/,Albacete,Venta,Soluziones Inmobiliarias,6
67 m²,€ 135.000,1 baño,Piso,https://www.indomio.es/anuncios/90362657/,Albacete,Venta,Inmobiliaria Tejares,3
,Precio a consultar,,Casa unifamiliar,https://www.indomio.es/anuncios/87409901/,Albacete,Venta,Inmobiliaria Tejares,
120 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/91567357/,Albacete,Venta,Inmobiliaria La Noria,6
190 m²,€ 395.000,3 baños - uno o más adaptados para personas con discapacidad,Edificio ,https://www.indomio.es/anuncios/91706939/,Albacete,Venta,Agencia Inmobiliaria Gómez Torres,8
95 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/92288705/,Albacete,Venta,Alquilofacil - Albacete,5
100 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/92856385/,Albacete,Venta,Inmobiliaria Tejares,5
315 m² ,€ 750.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690555/,Albacete,Venta,InmoHouse,7
95 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95115543/,Albacete,Venta,Fincasa Inmobiliaria,5
118 m²,€ 195.000,2 baños,Piso,https://www.indomio.es/anuncios/95144151/,Albacete,Venta,Albapisos Grupo Inmobiliario,5
60 m²,€ 100.000,1 baño,Piso,https://www.indomio.es/anuncios/95230213/,Albacete,Venta,Inmobiliaria La Mancha,3
110 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/95340603/,Albacete,Venta,InmoHouse,4
90 m²,€ 167.000,2 baños,Piso,https://www.indomio.es/anuncios/95415385/,Albacete,Venta,Fincasa Inmobiliaria,5
135 m²,€ 290.000,3 baños,Piso,https://www.indomio.es/anuncios/95599263/,Albacete,Venta,Ana Isabel Martinez Marchante,7
100 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95629357/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
130 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/95629443/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
83 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/95848419/,Albacete,Venta,Inmobiliaria Tejares,4
80 m²,€ 180.000,1 baño,Piso,https://www.indomio.es/anuncios/95855129/,Albacete,Venta,Soluziones Inmobiliarias,3
115 m²,€ 239.000,2 baños,Piso,https://www.indomio.es/anuncios/95027859/,Albacete,Venta,Inmobiliaria La Noria,5
135 m²,€ 149.000,1 baño,Piso,https://www.indomio.es/anuncios/87628311/,Albacete,Venta,Inmobiliaria Tejares,5
108 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/92521639/,Albacete,Venta,Ana Isabel Martinez Marchante,5
95 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/93329509/,Albacete,Venta,Alquilofacil - Albacete,5
100 m²,€ 170.000,2 baños,Piso,https://www.indomio.es/anuncios/93586321/,Albacete,Venta,Alquilofacil - Albacete,6
200 m² ,€ 295.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95690535/,Albacete,Venta,InmoHouse,7
68 m²,€ 220.000,1 baño,Piso,https://www.indomio.es/anuncios/94029829/,Albacete,Venta,,3
120 m²,€ 267.000,2 baños,Ático,https://www.indomio.es/anuncios/94307903/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,6
152 m²,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/94794191/,Albacete,Venta,Ana Isabel Martinez Marchante,6
95 m²,€ 141.000,2 baños,Piso,https://www.indomio.es/anuncios/95017811/,Albacete,Venta,Fincasa Inmobiliaria,5
80 m²,€ 169.000,2 baños,Piso,https://www.indomio.es/anuncios/95058347/,Albacete,Venta,Soluziones Inmobiliarias,4
129 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95089105/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,6
96 m²,€ 176.000,2 baños,Piso,https://www.indomio.es/anuncios/95230163/,Albacete,Venta,Inmobiliaria Tejares,6
60 m²,€ 135.000,,Piso,https://www.indomio.es/anuncios/95429829/,Albacete,Venta,Global House Albacete,2
97 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95555155/,Albacete,Venta,Albapisos Grupo Inmobiliario,4
120 m²,€ 170.000,2 baños,Piso,https://www.indomio.es/anuncios/95600245/,Albacete,Venta,Inmobiliaria La Mancha,5
70 m²,€ 178.000,2 baños,Piso,https://www.indomio.es/anuncios/95629317/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,4
90 m²,€ 178.000,2 baños,Piso,https://www.indomio.es/anuncios/95629415/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,5
150 m²,€ 360.000,3 baños,Chalet,https://www.indomio.es/anuncios/95767085/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,6
126 m²,€ 185.000,2 baños,Piso,https://www.indomio.es/anuncios/95793609/,Albacete,Venta,Fincasa Inmobiliaria,6
80 m²,€ 128.000,1 baño,Piso,https://www.indomio.es/anuncios/95842203/,Albacete,Venta,Fincasa Inmobiliaria,4
90 m²,€ 173.000,2 baños,Piso,https://www.indomio.es/anuncios/69513236/,Albacete,Venta,Inmobiliaria La Noria,5
97 m²,€ 150.000,1 baño,Piso,https://www.indomio.es/anuncios/92702623/,Albacete,Venta,Inmobiliaria La Noria,4
160 m²,€ 350.000,2 baños,Piso,https://www.indomio.es/anuncios/95865155/,Albacete,Venta,Global House Albacete,6
146 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95944507/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
126 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95969417/,Albacete,Venta,Inmobiliaria La Mancha,6
75 m²,€ 159.000,2 baños,Piso,https://www.indomio.es/anuncios/89718899/,Albacete,Venta,Virtual-home,5
190 m²,€ 490.000,2 baños,Piso,https://www.indomio.es/anuncios/92849589/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,7
117 m²,€ 168.000,2 baños,Piso,https://www.indomio.es/anuncios/93253801/,Albacete,Venta,Inmobiliaria Tejares,6
149 m²,€ 198.400,2 baños,Piso,https://www.indomio.es/anuncios/94029865/,Albacete,Venta,,6
63 m²,€ 134.000,1 baño,Piso,https://www.indomio.es/anuncios/94279959/,Albacete,Venta,InmoHouse,3
150 m² ,€ 168.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95147231/,Albacete,Venta,Fincasa Inmobiliaria,6
95 m²,€ 199.000,2 baños,Piso,https://www.indomio.es/anuncios/95205811/,Albacete,Venta,InmoHouse,4
124 m²,€ 230.000,3 baños,Piso,https://www.indomio.es/anuncios/95375999/,Albacete,Venta,Ana Isabel Martinez Marchante,6
90 m²,€ 130.000,2 baños,Piso,https://www.indomio.es/anuncios/95418393/,Albacete,Venta,InmoHouse,5
264 m² ,€ 600.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95682799/,Albacete,Venta,La Roda Inmobiliaria,6
77 m²,€ 124.000,1 baño,Piso,https://www.indomio.es/anuncios/95561059/,Albacete,Venta,Inmobiliaria La Mancha,4
95 m²,€ 185.500,1 baño,Piso,https://www.indomio.es/anuncios/95599257/,Albacete,Venta,Ana Isabel Martinez Marchante,2
136 m²,€ 177.000,2 baños,Piso,https://www.indomio.es/anuncios/95599681/,Albacete,Venta,Meraki,6
130 m²,€ 235.000,2 baños,Piso,https://www.indomio.es/anuncios/95803299/,Albacete,Venta,Ana Isabel Martinez Marchante,6
120 m²,€ 110.000,1 baño,Piso,https://www.indomio.es/anuncios/95943947/,Albacete,Venta,InmoHouse,4
82 m²,€ 120.000,2 baños,Piso,https://www.indomio.es/anuncios/95950911/,Albacete,Venta,Inmobiliaria La Mancha,5
160 m²,€ 370.000,2 baños,Piso,https://www.indomio.es/anuncios/69506134/,Albacete,Venta,Inmobiliaria La Noria,6
120 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/85302597/,Albacete,Venta,Torrecastilla,6
238 m²,€ 450.000,3 baños,Piso,https://www.indomio.es/anuncios/79618891/,Albacete,Venta,Alquilofacil - Albacete,8
264 m²,€ 314.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94915379/,Albacete,Venta,InmoHouse,8
100 m²,€ 100.000,1 baño,Piso,https://www.indomio.es/anuncios/88894551/,Albacete,Venta,Inmobiliaria La Noria,5
95 m²,€ 238.000,2 baños,Piso,https://www.indomio.es/anuncios/91274793/,Albacete,Venta,Alquilofacil - Albacete,5
74 m²,€ 159.000,1 baño,Piso,https://www.indomio.es/anuncios/92645533/,Albacete,Venta,Meraki,3
70 m²,€ 175.000,1 baño,Piso,https://www.indomio.es/anuncios/92784963/,Albacete,Venta,InmoHouse,3
121 m² ,€ 138.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95725833/,Albacete,Venta,Inmobiliaria Tejares,5
80 m²,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/94098723/,Albacete,Venta,InmoHouse,3
350 m²,€ 225.000,2 baños,Piso,https://www.indomio.es/anuncios/94139979/,Albacete,Venta,Alquilofacil - Albacete,10
135 m²,€ 145.000,2 baños,Piso,https://www.indomio.es/anuncios/94212453/,Albacete,Venta,Albapisos Grupo Inmobiliario,6
275 m²,€ 315.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/94337017/,Albacete,Venta,Inmobiliaria La Noria,7
195 m²,€ 345.000,3 baños,Piso,https://www.indomio.es/anuncios/95104743/,Albacete,Venta,Inmobiliaria La Mancha,6
131 m²,€ 160.000,2 baños,Piso,https://www.indomio.es/anuncios/95119657/,Albacete,Venta,Meraki,5
120 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/95808687/,Albacete,Venta,InmoHouse,5
109 m²,€ 290.000,2 baños,Piso,https://www.indomio.es/anuncios/95848771/,Albacete,Venta,Inmobiliaria La Mancha,5
86 m²,€ 90.000,1 baño,Piso,https://www.indomio.es/anuncios/95915889/,Albacete,Venta,Albapisos Grupo Inmobiliario,3
95 m²,€ 90.000,,Piso,https://www.indomio.es/anuncios/95963099/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,2
152 m²,€ 240.000,3 baños,Piso,https://www.indomio.es/anuncios/93571371/,Albacete,Venta,Ingemar Gestión Inmobiliaria,7
200 m²,€ 480.000,2 baños,Piso,https://www.indomio.es/anuncios/91072765/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,6
5.600 m²,€ 180.000,1 baño,Chalet,https://www.indomio.es/anuncios/91072843/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,4
165 m²,€ 355.000,3 baños,Ático,https://www.indomio.es/anuncios/94815897/,Albacete,Venta,Germán - gestión de inmuebles,8
64 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/93516627/,Albacete,Venta,Inmobiliaria Tejares,4
176 m²,€ 199.000,2 baños,Piso,https://www.indomio.es/anuncios/93943975/,Albacete,Venta,Api vicente orozco,6
362 m² ,€ 360.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95725829/,Albacete,Venta,Inmobiliaria Tejares,5
162 m²,€ 178.000,2 baños,Piso,https://www.indomio.es/anuncios/94072503/,Albacete,Venta,,5
75 m²,€ 159.500,1 baño,Piso,https://www.indomio.es/anuncios/94231377/,Albacete,Venta,Consuelo Valera Inmobiliaria & Reformas,3
350 m²,€ 340.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/94279927/,Albacete,Venta,InmoHouse,8
240 m²,€ 390.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/94392345/,Albacete,Venta,Inmobiliaria La Noria,5
90 m²,€ 120.000,1 baño,Piso,https://www.indomio.es/anuncios/95808713/,Albacete,Venta,InmoHouse,4
64 m²,€ 95.000,1 baño,Piso,https://www.indomio.es/anuncios/94941233/,Albacete,Venta,Inmobiliaria La Mancha,4
122 m²,€ 150.000,2 baños,Piso,https://www.indomio.es/anuncios/95411989/,Albacete,Venta,Soluziones Inmobiliarias,6
110 m²,€ 184.990,2 baños,Piso,https://www.indomio.es/anuncios/95429807/,Albacete,Venta,Global House Albacete,5
200 m²,€ 385.000,3 baños,Chalet,https://www.indomio.es/anuncios/95629457/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,7
100 m²,€ 189.000,,Ático,https://www.indomio.es/anuncios/95767081/,Albacete,Venta,Servicios inmobiliarios Carretero Carcelen,2
210 m²,€ 205.000,2 baños,Casa adosada,https://www.indomio.es/anuncios/95674007/,Albacete,Venta,InmoHouse,6
135 m²,€ 255.000,2 baños,Piso,https://www.indomio.es/anuncios/95826501/,Albacete,Venta,Fincasa Inmobiliaria,6
122 m²,€ 218.000,2 baños,Piso,https://www.indomio.es/anuncios/96002981/,Albacete,Venta,InmoHouse,6
284 m² ,€ 495.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95725805/,Albacete,Venta,Inmobiliaria Tejares,6
160 m² ,€ 225.000,1 baño,Piso,https://www.indomio.es/anuncios/83424937/,Albacete,Venta,Inmobiliaria La Noria,6
86 m²,€ 90.000,2 baños,Piso,https://www.indomio.es/anuncios/90259845/,Albacete,Venta,Alquilofacil - Albacete,2
70 m²,€ 125.000,1 baño,Piso,https://www.indomio.es/anuncios/92431393/,Albacete,Venta,Inmobiliaria Tejares,3
989 m² ,€ 750.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95725831/,Albacete,Venta,Inmobiliaria Tejares,6
115 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/93959629/,Albacete,Venta,AGENCIA INMOBILIARIA INTURAL,5
134 m²,€ 318.000,2 baños,Piso,https://www.indomio.es/anuncios/94548833/,Albacete,Venta,Inmobiliaria Albacete E.T.I.,5
170 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/94936283/,Albacete,Venta,Fincasa Inmobiliaria,6
130 m²,€ 300.000,2 baños,Piso,https://www.indomio.es/anuncios/95316749/,Albacete,Venta,InmoHouse,5
